"log_dt","shop_no","position","clk_cnt"
"2018-04-06","692815","4","1"
"2018-04-06","610959","3","2"
"2018-04-05","623922","2","1"
"2018-04-05","744798","2","3"
"2018-04-05","740839","2","1"
"2018-04-06","706937","2","3"
"2018-04-07","738443","0","2"
"2018-04-07","737154","1","1"
"2018-04-07","575090","0","1"
"2018-04-07","693127","3","1"
"2018-04-01","694618","0","2"
"2018-04-06","712405","1","1"
"2018-04-07","739636","2","2"
"2018-04-07","733836","1","1"
"2018-04-07","640266","3","1"
"2018-04-07","733542","0","2"
"2018-04-07","742406","3","1"
"2018-04-06","754568","1","1"
"2018-04-01","725293","2","1"
"2018-04-07","737643","0","1"
"2018-04-05","747014","0","4"
"2018-04-07","685211","2","1"
"2018-04-04","728212","0","1"
"2018-04-06","656402","4","1"
"2018-04-03","567365","0","1"
"2018-04-04","733473","2","1"
"2018-04-03","723551","1","1"
"2018-04-05","705265","1","1"
"2018-04-03","741201","3","1"
"2018-04-05","721616","2","1"
"2018-04-06","706411","3","1"
"2018-04-02","612439","4","1"
"2018-04-02","693038","3","1"
"2018-04-02","638221","2","2"
"2018-04-03","735915","4","1"
"2018-04-03","730234","1","2"
"2018-04-03","658474","4","1"
"2018-04-03","714396","0","2"
"2018-04-03","716916","0","1"
"2018-04-04","731467","4","1"
"2018-04-04","637830","3","1"
"2018-04-05","718831","4","1"
"2018-04-05","729615","1","1"
"2018-04-05","749560","1","1"
"2018-04-06","721462","4","2"
"2018-04-06","714638","2","1"
"2018-04-06","661455","2","1"
"2018-04-06","722655","1","1"
"2018-04-06","704595","2","1"
"2018-04-06","715518","3","1"
"2018-04-07","737557","1","1"
"2018-04-01","743014","0","1"
"2018-04-03","649658","0","2"
"2018-04-03","744956","4","2"
"2018-04-01","743821","0","3"
"2018-04-03","619278","1","1"
"2018-04-01","736201","1","1"
"2018-04-01","735173","0","1"
"2018-04-04","707666","4","1"
"2018-04-01","746851","0","1"
"2018-04-06","621173","3","1"
"2018-04-03","698777","4","1"
"2018-04-05","732024","1","1"
"2018-04-01","724957","1","1"
"2018-04-02","659606","4","1"
"2018-04-06","752022","2","1"
"2018-04-01","715155","1","3"
"2018-04-01","716710","0","2"
"2018-04-01","703245","3","2"
"2018-04-01","700130","4","5"
"2018-04-01","573948","2","2"
"2018-04-01","637941","3","3"
"2018-04-01","614759","3","2"
"2018-04-01","750116","3","5"
"2018-04-01","665437","4","2"
"2018-04-01","744602","1","4"
"2018-04-02","712853","0","1"
"2018-04-02","741968","4","2"
"2018-04-03","713738","2","2"
"2018-04-03","716725","4","1"
"2018-04-04","744123","0","3"
"2018-04-04","654606","2","4"
"2018-04-04","734835","0","2"
"2018-04-04","664446","4","3"
"2018-04-04","674460","0","3"
"2018-04-04","676445","4","1"
"2018-04-05","729868","1","1"
"2018-04-05","733707","1","3"
"2018-04-05","725110","0","1"
"2018-04-05","730605","2","4"
"2018-04-05","736243","3","1"
"2018-04-05","730605","1","3"
"2018-04-05","728535","1","1"
"2018-04-06","688417","2","1"
"2018-04-06","726669","1","2"
"2018-04-07","715545","4","1"
"2018-04-07","703119","3","4"
"2018-04-07","710615","0","4"
"2018-04-07","743188","3","2"
"2018-04-07","708233","0","3"
"2018-04-07","738646","0","1"
"2018-04-04","736798","1","1"
"2018-04-04","725092","0","4"
"2018-04-04","720858","0","3"
"2018-04-03","743534","2","1"
"2018-04-01","726120","0","4"
"2018-04-02","683253","4","3"
"2018-04-03","704114","4","1"
"2018-04-05","733528","1","1"
"2018-04-04","660392","0","1"
"2018-04-06","637941","3","7"
"2018-04-04","747882","3","2"
"2018-04-01","642465","2","1"
"2018-04-04","743263","4","1"
"2018-04-07","702750","2","2"
"2018-04-06","715512","3","2"
"2018-04-04","700714","2","1"
"2018-04-01","693671","3","1"
"2018-04-01","566306","0","3"
"2018-04-01","745938","3","1"
"2018-04-02","697901","4","2"
"2018-04-02","642160","0","2"
"2018-04-02","604514","0","2"
"2018-04-03","729582","2","2"
"2018-04-03","711897","2","3"
"2018-04-03","690540","0","2"
"2018-04-04","679253","0","2"
"2018-04-04","644252","1","1"
"2018-04-04","701572","3","2"
"2018-04-04","748373","0","2"
"2018-04-05","610783","4","1"
"2018-04-06","736957","1","1"
"2018-04-06","740957","4","4"
"2018-04-07","729294","3","3"
"2018-04-07","666630","3","1"
"2018-04-07","644145","4","4"
"2018-04-02","702915","4","3"
"2018-04-07","707408","0","2"
"2018-04-01","729020","2","2"
"2018-04-05","729357","4","2"
"2018-04-06","641994","0","1"
"2018-04-01","719315","2","1"
"2018-04-01","677747","2","1"
"2018-04-01","702247","1","1"
"2018-04-01","604514","1","3"
"2018-04-01","630494","0","2"
"2018-04-01","741455","0","2"
"2018-04-02","703359","4","3"
"2018-04-02","731116","2","1"
"2018-04-03","738142","4","1"
"2018-04-03","627547","1","1"
"2018-04-03","643971","2","1"
"2018-04-03","708463","1","3"
"2018-04-04","648225","2","1"
"2018-04-04","645962","4","1"
"2018-04-04","745564","4","1"
"2018-04-04","696243","2","1"
"2018-04-05","733945","2","1"
"2018-04-05","736729","3","1"
"2018-04-05","722215","1","2"
"2018-04-06","736143","2","2"
"2018-04-06","674204","1","1"
"2018-04-07","658931","0","1"
"2018-04-07","685314","3","1"
"2018-04-07","742805","0","2"
"2018-04-07","680206","3","2"
"2018-04-07","727695","2","1"
"2018-04-07","668589","4","1"
"2018-04-07","716725","1","1"
"2018-04-03","722067","0","1"
"2018-04-07","729494","1","1"
"2018-04-05","719323","1","1"
"2018-04-01","726060","1","1"
"2018-04-01","715841","0","1"
"2018-04-03","640845","1","2"
"2018-04-03","670606","1","1"
"2018-04-03","661455","0","1"
"2018-04-04","655934","3","1"
"2018-04-04","720003","4","2"
"2018-04-04","743691","0","1"
"2018-04-04","697845","0","1"
"2018-04-04","722662","3","1"
"2018-04-04","740891","4","1"
"2018-04-04","725687","4","1"
"2018-04-05","750135","2","1"
"2018-04-05","727842","1","1"
"2018-04-05","670464","0","1"
"2018-04-06","736201","1","1"
"2018-04-06","652644","2","1"
"2018-04-06","702531","4","1"
"2018-04-06","741542","2","1"
"2018-04-06","648441","4","1"
"2018-04-07","729075","3","2"
"2018-04-07","575095","1","1"
"2018-04-03","737636","1","1"
"2018-04-01","665247","0","1"
"2018-04-01","737563","1","2"
"2018-04-01","571725","0","1"
"2018-04-01","642465","4","3"
"2018-04-01","616575","0","6"
"2018-04-02","706226","3","2"
"2018-04-02","735922","3","1"
"2018-04-02","736839","1","2"
"2018-04-03","730689","0","3"
"2018-04-04","740695","4","4"
"2018-04-04","726655","2","1"
"2018-04-05","682331","3","3"
"2018-04-05","715146","0","7"
"2018-04-05","733771","1","2"
"2018-04-06","715954","4","3"
"2018-04-06","681290","2","3"
"2018-04-06","723462","3","4"
"2018-04-06","622808","1","2"
"2018-04-07","739272","0","1"
"2018-04-07","732257","3","2"
"2018-04-07","634842","1","1"
"2018-04-07","616555","3","3"
"2018-04-07","732317","0","3"
"2018-04-07","730699","4","3"
"2018-04-03","716832","4","1"
"2018-04-01","651639","4","1"
"2018-04-03","739095","3","2"
"2018-04-01","726669","1","2"
"2018-04-05","631574","1","1"
"2018-04-04","742805","4","5"
"2018-04-04","666783","3","1"
"2018-04-01","741585","2","3"
"2018-04-01","689277","1","6"
"2018-04-01","751516","2","1"
"2018-04-01","739474","1","4"
"2018-04-07","703206","3","1"
"2018-04-06","719249","2","2"
"2018-04-03","736201","1","1"
"2018-04-06","723038","4","3"
"2018-04-07","522695","4","1"
"2018-04-03","648220","4","2"
"2018-04-01","746527","0","3"
"2018-04-01","733858","4","4"
"2018-04-01","719326","0","3"
"2018-04-01","672689","1","2"
"2018-04-01","669593","1","1"
"2018-04-01","707187","3","3"
"2018-04-01","726479","4","2"
"2018-04-01","743888","3","1"
"2018-04-01","666631","0","1"
"2018-04-01","646316","2","2"
"2018-04-01","737400","1","1"
"2018-04-02","733875","4","1"
"2018-04-02","727288","4","2"
"2018-04-02","626251","4","1"
"2018-04-02","721161","1","1"
"2018-04-02","733504","4","1"
"2018-04-01","717022","3","1"
"2018-04-02","708017","1","2"
"2018-04-03","705489","1","1"
"2018-04-02","599694","4","2"
"2018-04-02","639428","2","1"
"2018-04-03","644147","4","1"
"2018-04-03","729294","4","1"
"2018-04-03","741201","4","2"
"2018-04-02","708840","2","1"
"2018-04-02","618761","0","6"
"2018-04-04","721382","3","3"
"2018-04-05","701575","1","2"
"2018-04-05","694618","3","2"
"2018-04-05","749852","1","3"
"2018-04-05","728572","4","2"
"2018-04-05","636693","2","1"
"2018-04-05","640322","4","3"
"2018-04-05","721301","2","1"
"2018-04-05","734885","1","3"
"2018-04-05","635696","0","1"
"2018-04-05","728525","3","1"
"2018-04-05","744128","4","5"
"2018-04-05","621526","0","1"
"2018-04-05","36235","3","1"
"2018-04-06","731645","0","1"
"2018-04-06","669558","3","1"
"2018-04-06","746285","3","1"
"2018-04-06","614943","4","4"
"2018-04-06","742040","1","2"
"2018-04-06","614625","2","1"
"2018-04-06","698514","4","1"
"2018-04-07","703119","0","1"
"2018-04-07","736864","4","4"
"2018-04-07","717202","4","4"
"2018-04-06","745652","1","1"
"2018-04-07","701976","3","1"
"2018-04-07","725293","3","2"
"2018-04-07","727558","4","1"
"2018-04-07","637941","4","2"
"2018-04-07","711348","2","1"
"2018-04-07","713026","2","1"
"2018-04-07","693407","4","1"
"2018-04-02","703463","1","1"
"2018-04-07","737636","1","1"
"2018-04-07","713351","0","1"
"2018-04-05","742399","0","3"
"2018-04-04","724913","2","1"
"2018-04-02","692084","3","1"
"2018-04-03","709168","2","1"
"2018-04-01","686396","1","1"
"2018-04-02","675539","2","2"
"2018-04-06","653176","1","2"
"2018-04-05","637766","0","1"
"2018-04-01","686625","3","1"
"2018-04-07","567009","1","2"
"2018-04-02","740552","3","1"
"2018-04-04","744315","3","1"
"2018-04-01","606826","4","1"
"2018-04-01","648460","4","1"
"2018-04-01","723321","1","1"
"2018-04-02","723502","2","1"
"2018-04-01","689378","0","1"
"2018-04-06","734056","4","1"
"2018-04-05","741622","0","2"
"2018-04-05","751528","4","2"
"2018-04-01","735275","3","1"
"2018-04-02","637941","1","1"
"2018-04-03","722575","4","1"
"2018-04-03","613253","1","1"
"2018-04-04","713986","2","1"
"2018-04-04","674070","3","1"
"2018-04-05","642476","3","1"
"2018-04-05","737261","3","1"
"2018-04-05","741193","1","1"
"2018-04-05","728527","4","3"
"2018-04-05","737777","1","1"
"2018-04-05","634847","2","1"
"2018-04-06","744349","1","2"
"2018-04-06","694388","3","2"
"2018-04-06","600549","1","1"
"2018-04-07","737573","3","1"
"2018-04-07","711329","4","1"
"2018-04-07","696916","3","1"
"2018-04-07","627865","0","1"
"2018-04-07","693672","2","1"
"2018-04-07","603260","1","2"
"2018-04-03","621207","4","1"
"2018-04-07","701575","0","1"
"2018-04-06","727119","4","1"
"2018-04-07","743222","4","1"
"2018-04-07","625116","2","1"
"2018-04-05","725293","0","1"
"2018-04-03","727974","0","1"
"2018-04-01","634631","0","1"
"2018-04-01","644976","4","1"
"2018-04-02","739713","2","1"
"2018-04-06","698041","1","1"
"2018-04-05","684782","0","1"
"2018-04-04","735916","3","1"
"2018-04-06","703253","0","1"
"2018-04-01","724132","0","3"
"2018-04-01","612470","4","3"
"2018-04-01","712805","3","2"
"2018-04-01","742964","2","3"
"2018-04-01","747656","0","3"
"2018-04-01","722379","0","2"
"2018-04-01","744589","3","2"
"2018-04-01","741916","1","1"
"2018-04-01","701953","3","6"
"2018-04-01","747958","2","1"
"2018-04-01","713375","0","2"
"2018-04-01","740891","2","1"
"2018-04-03","744108","4","2"
"2018-04-03","639103","0","2"
"2018-04-03","741837","2","2"
"2018-04-03","639103","1","4"
"2018-04-03","733348","0","1"
"2018-04-03","746741","4","2"
"2018-04-04","725989","0","2"
"2018-04-04","739732","0","2"
"2018-04-04","639428","0","2"
"2018-04-04","743606","1","2"
"2018-04-04","655306","3","1"
"2018-04-04","750116","2","5"
"2018-04-04","682331","2","2"
"2018-04-05","734094","3","1"
"2018-04-05","735173","0","1"
"2018-04-05","730158","2","2"
"2018-04-05","644976","1","5"
"2018-04-05","731319","0","3"
"2018-04-05","625790","1","3"
"2018-04-06","681954","2","3"
"2018-04-06","615308","3","1"
"2018-04-06","684034","1","1"
"2018-04-06","743771","0","2"
"2018-04-06","619804","1","2"
"2018-04-07","740957","2","1"
"2018-04-07","691536","1","3"
"2018-04-07","700873","4","3"
"2018-04-07","606407","0","6"
"2018-04-07","742400","0","2"
"2018-04-07","646292","1","1"
"2018-04-03","657157","0","1"
"2018-04-05","711968","0","2"
"2018-04-07","622370","0","3"
"2018-04-04","722884","1","1"
"2018-04-05","738822","3","3"
"2018-04-05","724826","4","2"
"2018-04-03","687251","3","1"
"2018-04-04","697519","4","1"
"2018-04-07","627879","3","1"
"2018-04-03","733348","2","2"
"2018-04-01","729458","4","3"
"2018-04-01","745967","1","2"
"2018-04-02","711508","2","2"
"2018-04-03","721088","4","2"
"2018-04-06","750726","4","4"
"2018-04-06","615292","2","3"
"2018-04-01","704098","2","4"
"2018-04-01","709648","4","1"
"2018-04-01","721489","2","2"
"2018-04-01","710374","2","2"
"2018-04-01","727384","0","1"
"2018-04-01","744062","4","1"
"2018-04-01","733641","3","5"
"2018-04-01","718469","3","1"
"2018-04-02","713069","1","2"
"2018-04-03","648226","0","2"
"2018-04-03","597161","1","1"
"2018-04-03","637982","2","2"
"2018-04-03","731797","4","2"
"2018-04-04","720000","2","1"
"2018-04-05","713140","3","2"
"2018-04-05","746554","4","3"
"2018-04-05","729087","0","2"
"2018-04-05","612258","0","3"
"2018-04-05","726778","0","1"
"2018-04-05","728755","0","1"
"2018-04-06","684076","0","1"
"2018-04-06","735541","4","2"
"2018-04-07","728542","1","3"
"2018-04-07","719378","2","3"
"2018-04-07","731319","2","3"
"2018-04-01","717070","3","1"
"2018-04-07","740839","1","1"
"2018-04-06","669558","0","1"
"2018-04-06","725917","2","1"
"2018-04-06","599765","3","1"
"2018-04-01","716175","2","2"
"2018-04-06","615727","0","2"
"2018-04-03","692849","1","1"
"2018-04-06","639103","2","1"
"2018-04-06","623900","2","1"
"2018-04-01","736890","4","2"
"2018-04-03","694013","1","1"
"2018-04-04","683303","3","1"
"2018-04-01","634131","0","1"
"2018-04-01","737862","0","3"
"2018-04-01","618161","4","2"
"2018-04-01","714086","1","1"
"2018-04-02","744524","1","2"
"2018-04-02","742809","4","1"
"2018-04-02","733176","1","1"
"2018-04-02","729691","0","2"
"2018-04-03","747773","1","1"
"2018-04-03","734809","0","1"
"2018-04-03","738954","0","2"
"2018-04-03","715512","1","1"
"2018-04-04","723444","4","1"
"2018-04-04","692491","1","2"
"2018-04-04","751257","0","2"
"2018-04-05","686232","1","1"
"2018-04-05","721780","0","1"
"2018-04-05","660052","2","1"
"2018-04-05","740361","2","1"
"2018-04-06","665247","0","1"
"2018-04-06","742445","0","1"
"2018-04-06","622960","0","1"
"2018-04-07","639111","2","3"
"2018-04-07","690295","3","2"
"2018-04-07","735303","1","1"
"2018-04-07","681835","4","1"
"2018-04-02","707127","3","1"
"2018-04-03","637443","4","1"
"2018-04-07","628504","1","1"
"2018-04-04","703259","3","1"
"2018-04-03","639111","1","2"
"2018-04-03","739458","2","1"
"2018-04-03","744303","1","1"
"2018-04-05","702548","3","1"
"2018-04-05","717627","0","1"
"2018-04-02","676445","3","1"
"2018-04-06","620065","0","1"
"2018-04-02","604474","0","2"
"2018-04-03","633290","4","1"
"2018-04-03","743821","4","3"
"2018-04-07","740602","1","2"
"2018-04-04","687017","2","1"
"2018-04-01","597157","4","1"
"2018-04-02","747728","1","1"
"2018-04-02","713213","2","1"
"2018-04-02","730974","1","1"
"2018-04-02","662721","1","1"
"2018-04-03","727205","0","1"
"2018-04-03","689306","0","1"
"2018-04-05","733472","1","1"
"2018-04-06","702408","0","1"
"2018-04-06","638221","2","1"
"2018-04-07","721322","3","2"
"2018-04-07","715155","4","1"
"2018-04-04","739610","1","1"
"2018-04-04","639103","2","1"
"2018-04-04","715060","2","1"
"2018-04-06","690295","4","1"
"2018-04-03","617559","3","1"
"2018-04-01","714086","0","1"
"2018-04-06","730514","0","1"
"2018-04-02","703150","3","1"
"2018-04-01","710803","1","1"
"2018-04-01","734912","3","5"
"2018-04-01","733528","4","1"
"2018-04-01","726479","1","6"
"2018-04-01","733528","3","1"
"2018-04-01","744956","4","1"
"2018-04-02","627865","4","3"
"2018-04-02","575316","0","2"
"2018-04-02","703253","0","5"
"2018-04-03","716309","2","2"
"2018-04-03","687714","1","4"
"2018-04-03","680206","1","2"
"2018-04-04","685211","3","1"
"2018-04-04","622374","1","1"
"2018-04-04","689172","3","1"
"2018-04-04","747882","0","2"
"2018-04-04","692840","0","1"
"2018-04-05","628504","2","2"
"2018-04-05","686690","2","2"
"2018-04-05","734688","2","1"
"2018-04-05","600835","3","1"
"2018-04-06","621327","4","7"
"2018-04-06","726160","0","2"
"2018-04-06","668146","3","3"
"2018-04-06","728696","0","1"
"2018-04-06","709317","4","2"
"2018-04-06","740014","1","2"
"2018-04-07","598701","1","1"
"2018-04-07","726669","4","1"
"2018-04-07","719755","0","2"
"2018-04-07","733545","2","3"
"2018-04-07","702687","0","5"
"2018-04-07","747882","4","4"
"2018-04-07","730540","1","4"
"2018-04-07","669607","2","1"
"2018-04-07","574777","4","2"
"2018-04-07","689941","3","1"
"2018-04-01","726170","1","2"
"2018-04-07","731359","1","2"
"2018-04-06","732290","2","3"
"2018-04-06","702087","0","3"
"2018-04-07","732400","3","4"
"2018-04-07","718978","3","1"
"2018-04-04","648225","0","3"
"2018-04-05","736273","4","1"
"2018-04-01","731863","1","2"
"2018-04-01","720151","2","6"
"2018-04-04","617532","0","1"
"2018-04-01","606407","1","3"
"2018-04-07","686054","0","3"
"2018-04-07","745938","0","1"
"2018-04-01","697851","0","1"
"2018-04-06","693672","2","2"
"2018-04-01","620520","1","1"
"2018-04-01","635770","3","1"
"2018-04-01","735977","2","7"
"2018-04-01","722693","1","1"
"2018-04-01","614403","3","1"
"2018-04-02","648451","3","2"
"2018-04-01","728831","2","1"
"2018-04-02","735341","0","2"
"2018-04-02","726536","2","1"
"2018-04-02","751105","0","1"
"2018-04-01","731359","3","1"
"2018-04-02","693672","1","1"
"2018-04-02","664445","0","1"
"2018-04-02","728120","1","1"
"2018-04-03","598702","4","1"
"2018-04-03","743665","4","1"
"2018-04-02","738935","4","1"
"2018-04-02","727984","2","1"
"2018-04-03","713069","0","1"
"2018-04-04","739714","2","2"
"2018-04-03","704928","0","1"
"2018-04-03","692337","0","4"
"2018-04-03","737557","3","2"
"2018-04-04","708915","4","1"
"2018-04-04","740014","1","1"
"2018-04-04","739289","2","1"
"2018-04-04","618553","1","2"
"2018-04-05","615732","0","1"
"2018-04-03","705265","0","1"
"2018-04-05","700873","1","2"
"2018-04-05","739720","0","2"
"2018-04-05","742390","1","2"
"2018-04-05","694218","4","1"
"2018-04-03","715841","4","1"
"2018-04-04","708840","1","3"
"2018-04-04","730733","3","2"
"2018-04-05","729059","1","2"
"2018-04-05","733051","3","3"
"2018-04-06","733707","3","2"
"2018-04-05","660392","0","1"
"2018-04-05","616619","4","1"
"2018-04-05","726113","2","5"
"2018-04-05","739607","2","1"
"2018-04-04","643023","0","1"
"2018-04-04","711759","0","1"
"2018-04-04","750259","0","2"
"2018-04-06","722059","4","1"
"2018-04-06","688327","4","1"
"2018-04-06","735983","1","1"
"2018-04-06","730479","3","1"
"2018-04-07","702532","4","3"
"2018-04-06","694470","4","2"
"2018-04-06","610304","4","2"
"2018-04-05","693149","3","1"
"2018-04-06","732393","3","2"
"2018-04-07","703242","4","1"
"2018-04-05","661431","0","3"
"2018-04-07","662699","1","2"
"2018-04-05","677753","4","1"
"2018-04-07","739344","3","1"
"2018-04-05","645995","2","1"
"2018-04-05","721666","3","1"
"2018-04-07","602419","4","1"
"2018-04-05","688638","3","1"
"2018-04-05","694016","1","1"
"2018-04-07","717635","4","1"
"2018-04-06","702151","2","2"
"2018-04-01","701415","1","2"
"2018-04-01","616583","0","1"
"2018-04-06","703242","1","1"
"2018-04-03","732260","2","1"
"2018-04-06","741124","1","1"
"2018-04-03","727984","2","1"
"2018-04-06","684513","2","1"
"2018-04-06","715506","4","1"
"2018-04-06","610421","2","1"
"2018-04-02","642747","0","1"
"2018-04-06","719376","1","1"
"2018-04-01","735541","1","1"
"2018-04-02","709307","0","1"
"2018-04-07","649658","2","1"
"2018-04-06","593303","4","1"
"2018-04-07","726669","3","1"
"2018-04-07","607263","0","2"
"2018-04-07","607502","0","1"
"2018-04-07","618294","4","1"
"2018-04-07","653484","3","2"
"2018-04-07","696897","3","1"
"2018-04-03","741455","1","1"
"2018-04-04","705893","4","1"
"2018-04-05","732400","0","1"
"2018-04-01","738308","4","1"
"2018-04-03","692337","4","2"
"2018-04-03","727140","1","2"
"2018-04-06","522695","1","1"
"2018-04-02","715146","0","1"
"2018-04-04","739457","1","1"
"2018-04-06","642586","1","1"
"2018-04-05","691534","1","1"
"2018-04-05","705469","3","1"
"2018-04-01","575934","4","1"
"2018-04-01","730605","4","1"
"2018-04-01","672884","1","5"
"2018-04-01","707410","3","3"
"2018-04-01","718182","2","3"
"2018-04-01","703324","4","5"
"2018-04-01","725731","1","3"
"2018-04-02","743188","0","2"
"2018-04-02","644252","0","1"
"2018-04-02","742831","1","1"
"2018-04-02","622370","2","1"
"2018-04-03","739308","3","2"
"2018-04-03","697885","1","7"
"2018-04-03","740889","4","2"
"2018-04-03","686236","4","1"
"2018-04-04","731746","2","1"
"2018-04-04","716466","0","1"
"2018-04-04","711888","4","3"
"2018-04-04","693140","0","2"
"2018-04-04","726617","0","1"
"2018-04-04","522695","4","1"
"2018-04-04","728686","0","2"
"2018-04-05","739289","0","1"
"2018-04-05","732828","3","1"
"2018-04-05","692815","0","2"
"2018-04-05","729592","3","2"
"2018-04-05","639710","1","2"
"2018-04-05","735341","0","1"
"2018-04-05","742805","3","1"
"2018-04-06","743188","4","4"
"2018-04-06","714396","3","5"
"2018-04-06","733551","0","4"
"2018-04-06","733144","2","2"
"2018-04-06","746527","3","2"
"2018-04-07","745480","2","1"
"2018-04-07","735544","4","1"
"2018-04-07","746539","3","2"
"2018-04-07","615330","1","1"
"2018-04-07","675473","3","6"
"2018-04-07","700873","1","2"
"2018-04-07","727842","0","2"
"2018-04-07","734822","0","1"
"2018-04-07","604546","2","2"
"2018-04-07","749852","3","4"
"2018-04-07","634131","4","5"
"2018-04-07","742320","1","2"
"2018-04-07","640961","3","2"
"2018-04-05","615332","2","1"
"2018-04-02","687753","4","2"
"2018-04-06","727941","4","4"
"2018-04-05","743883","4","1"
"2018-04-04","723462","4","1"
"2018-04-04","737375","0","3"
"2018-04-01","625789","0","2"
"2018-04-03","711898","4","1"
"2018-04-05","744614","3","1"
"2018-04-02","714463","3","1"
"2018-04-03","626244","0","1"
"2018-04-05","634580","0","2"
"2018-04-07","716832","0","4"
"2018-04-07","717926","1","2"
"2018-04-01","723208","0","2"
"2018-04-01","715077","0","2"
"2018-04-01","702915","1","2"
"2018-04-01","727384","1","1"
"2018-04-02","598165","0","2"
"2018-04-02","736716","4","1"
"2018-04-03","718746","2","2"
"2018-04-04","704868","4","2"
"2018-04-05","724183","0","5"
"2018-04-05","726495","1","3"
"2018-04-05","740552","1","3"
"2018-04-06","753070","3","1"
"2018-04-06","726479","4","3"
"2018-04-07","715512","2","1"
"2018-04-07","744860","4","3"
"2018-04-07","646316","0","6"
"2018-04-07","670464","1","3"
"2018-04-03","726637","0","2"
"2018-04-02","743164","3","2"
"2018-04-01","642469","4","1"
"2018-04-07","661455","0","1"
"2018-04-05","733868","1","1"
"2018-04-01","715552","2","2"
"2018-04-01","689277","0","2"
"2018-04-01","684042","1","1"
"2018-04-02","709039","4","1"
"2018-04-02","733545","4","2"
"2018-04-02","733939","4","1"
"2018-04-03","616597","0","1"
"2018-04-03","745186","4","1"
"2018-04-04","728995","0","1"
"2018-04-05","686232","0","1"
"2018-04-05","733473","0","1"
"2018-04-05","730970","1","2"
"2018-04-02","692443","1","2"
"2018-04-05","660632","3","2"
"2018-04-06","581961","2","1"
"2018-04-06","738822","0","1"
"2018-04-02","615732","2","1"
"2018-04-02","653196","4","1"
"2018-04-02","727253","2","1"
"2018-04-06","727941","1","3"
"2018-04-04","731938","1","1"
"2018-04-06","744303","0","2"
"2018-04-04","607502","1","1"
"2018-04-04","625789","4","1"
"2018-04-05","731530","2","1"
"2018-04-05","627865","4","2"
"2018-04-05","741541","4","2"
"2018-04-05","713503","4","1"
"2018-04-05","653231","4","1"
"2018-04-07","597944","4","1"
"2018-04-07","695570","4","1"
"2018-04-07","695202","1","1"
"2018-04-07","748373","3","2"
"2018-04-07","634635","2","1"
"2018-04-05","732024","0","1"
"2018-04-05","732243","3","1"
"2018-04-05","606904","1","1"
"2018-04-05","689777","3","1"
"2018-04-06","693095","0","1"
"2018-04-01","695042","0","1"
"2018-04-04","744128","2","1"
"2018-04-04","743291","2","1"
"2018-04-06","720858","4","1"
"2018-04-02","745938","2","1"
"2018-04-06","686353","4","1"
"2018-04-05","595143","3","1"
"2018-04-07","731293","3","1"
"2018-04-05","743665","3","2"
"2018-04-06","669607","3","1"
"2018-04-07","621708","0","1"
"2018-04-07","624166","0","1"
"2018-04-07","695386","2","1"
"2018-04-03","742800","3","1"
"2018-04-07","721599","1","1"
"2018-04-05","733594","2","2"
"2018-04-03","712853","3","1"
"2018-04-03","654606","0","1"
"2018-04-01","706937","3","1"
"2018-04-05","687254","1","1"
"2018-04-02","730975","1","1"
"2018-04-01","692486","3","5"
"2018-04-01","715060","1","2"
"2018-04-01","707671","3","1"
"2018-04-01","703259","2","3"
"2018-04-01","728120","3","3"
"2018-04-02","681343","4","2"
"2018-04-02","737643","2","1"
"2018-04-02","743908","1","1"
"2018-04-03","729805","4","1"
"2018-04-03","586227","4","1"
"2018-04-03","739907","1","1"
"2018-04-03","713299","4","1"
"2018-04-04","741455","2","3"
"2018-04-04","743188","0","1"
"2018-04-04","734138","4","1"
"2018-04-04","636392","0","1"
"2018-04-04","708325","3","1"
"2018-04-04","738938","3","1"
"2018-04-04","741455","0","4"
"2018-04-04","615044","2","6"
"2018-04-04","743534","2","3"
"2018-04-04","617042","0","2"
"2018-04-05","703119","4","2"
"2018-04-05","703085","1","4"
"2018-04-05","604514","4","5"
"2018-04-06","732132","3","3"
"2018-04-06","721226","3","5"
"2018-04-06","733504","3","1"
"2018-04-06","665387","4","1"
"2018-04-06","681290","3","3"
"2018-04-06","713715","4","1"
"2018-04-07","681682","2","1"
"2018-04-07","624263","1","2"
"2018-04-02","704868","2","1"
"2018-04-03","747730","0","2"
"2018-04-01","726309","1","7"
"2018-04-01","733858","2","4"
"2018-04-04","615742","3","2"
"2018-04-01","719259","4","3"
"2018-04-01","706651","1","1"
"2018-04-07","694388","3","1"
"2018-04-05","721301","0","1"
"2018-04-07","731853","2","3"
"2018-04-01","694013","3","1"
"2018-04-04","632115","4","1"
"2018-04-06","710099","0","3"
"2018-04-01","641991","0","1"
"2018-04-02","728686","3","1"
"2018-04-02","620065","4","1"
"2018-04-02","726226","4","1"
"2018-04-01","703206","0","1"
"2018-04-03","702602","1","1"
"2018-04-03","720051","0","2"
"2018-04-03","743316","3","2"
"2018-04-03","730456","1","2"
"2018-04-01","670643","1","2"
"2018-04-04","743165","3","2"
"2018-04-04","615731","1","2"
"2018-04-04","735915","1","2"
"2018-04-04","639111","4","1"
"2018-04-02","726170","3","1"
"2018-04-02","636860","4","1"
"2018-04-03","664441","2","1"
"2018-04-03","632803","3","1"
"2018-04-05","742293","0","1"
"2018-04-05","736825","2","1"
"2018-04-05","727140","1","1"
