,default,student,balance,income
2008,No,No,602.6168777,56017.12754
2009,No,No,834.6900595,42468.91366
2010,No,No,1391.516591,30152.80387
2011,Yes,No,1823.751426,53526.35641
2012,No,No,1010.070759,39456.90834
2013,No,Yes,1069.80034,14736.147
2014,No,No,1116.065771,37074.06137
2015,No,No,428.4022839,36340.65107
2016,No,No,147.4885752,44482.26878
2017,No,Yes,689.519195,15600.04737
2018,No,No,939.4207168,55360.03312
2019,No,Yes,591.1402653,19937.02257
2020,No,No,1139.264364,41869.31867
2021,No,No,500.6492512,31353.75002
2022,No,No,1109.408616,64213.19249
2023,No,Yes,733.928449,28105.6062
2024,No,No,687.9567922,40354.21604
2025,No,No,118.5984509,35974.76401
2026,No,No,0,42009.04182
2027,No,No,634.8650438,49681.22453
2028,No,No,615.4712543,38161.6557
2029,No,No,457.9577436,36211.19499
2030,No,Yes,854.1493647,12843.43651
2031,No,No,770.9545178,42673.99315
2032,No,Yes,0,24283.33598
2033,No,No,58.4438978,44838.69499
2034,Yes,Yes,1893.664334,21526.35063
2035,No,No,768.0436339,35951.12467
2036,No,No,336.2424173,46279.52586
2037,No,No,852.9713399,42773.77146
2038,No,Yes,1300.707924,13675.52018
2039,No,No,743.5160765,33764.57181
2040,No,No,293.4523575,38528.44736
2041,No,Yes,1472.948461,23877.59266
2042,No,No,756.1601309,52778.05363
2043,No,No,465.4956002,42358.16154
2044,No,Yes,1041.438743,24847.8812
2045,No,No,709.7382874,46363.34367
2046,No,No,427.11769,34193.16093
2047,No,No,612.2257762,60323.35727
2048,No,No,1322.152854,47892.88998
2049,No,No,673.7476812,25013.06314
2050,Yes,No,1135.047349,48982.22585
2051,No,Yes,509.6129401,21928.91099
2052,No,No,113.669024,38513.33229
2053,No,Yes,560.4317644,24511.21021
2054,No,No,1163.73601,32467.74804
2055,No,No,133.5089142,49516.34083
2056,No,No,897.4202657,36296.74814
2057,No,Yes,793.5627844,13446.05629
2058,No,No,942.7868536,27736.64512
2059,No,No,953.8070084,40908.40612
2060,No,No,814.2436789,29631.11007
2061,No,No,1387.704469,26863.17233
2062,No,Yes,601.345719,15897.138
2063,No,No,656.5227013,34229.3741
2064,No,Yes,1790.544092,21938.20923
2065,Yes,Yes,1925.982795,17763.3503
2066,No,No,0,16834.80271
2067,No,No,310.1186425,31445.77108
2068,No,Yes,956.7203919,14464.80738
2069,No,No,205.1731978,47284.25351
2070,No,Yes,1572.803778,24557.35211
2071,No,Yes,1455.684182,14822.83306
2072,No,Yes,1011.458814,28316.75761
2073,No,No,413.5990058,31466.22059
2074,No,Yes,0,19281.71466
2075,No,No,377.1938454,41901.84737
2076,No,No,0,51480.38735
2077,No,Yes,0,13407.75859
2078,No,Yes,527.0560852,22986.28382
2079,No,Yes,1470.330834,15752.68179
2080,No,No,776.5683574,54662.516
2081,No,No,1096.203668,41016.21823
2082,No,No,130.4529103,46094.07715
2083,No,No,1331.607309,27665.67547
2084,No,Yes,598.0818313,12385.82408
2085,No,No,177.0108651,53545.01511
2086,No,No,937.0330528,27174.5267
2087,No,No,0,46581.36178
2088,No,Yes,970.2107314,19245.19816
2089,No,No,268.8794915,48006.15004
2090,No,Yes,708.9778283,15968.91656
2091,No,No,596.0091827,32983.5435
2092,Yes,Yes,1944.677459,13026.04673
2093,No,Yes,1805.293071,10405.42666
2094,No,No,405.3880438,28493.35072
2095,No,No,849.1290111,26970.73609
2096,No,No,988.4077153,32458.76937
2097,Yes,Yes,2261.848162,20030.16512
2098,No,No,1221.599764,40865.31289
2099,No,No,1057.3564,45099.09159
2100,No,Yes,292.3000209,17321.22712
2101,No,Yes,940.0797321,18581.57718
2102,No,No,368.1969332,32107.67872
2103,No,No,703.3860084,38419.41383
2104,No,No,1018.22126,39893.30287
2105,No,No,240.2256121,25042.40173
2106,No,Yes,446.6348475,18309.79074
2107,No,No,1277.793381,35620.156
2108,No,No,519.5840264,30546.86437
2109,No,No,933.5212001,40378.42312
2110,No,Yes,1074.577871,18574.35373
2111,No,Yes,1697.753989,19021.0677
2112,No,No,1240.664707,46148.19747
2113,No,No,573.5848026,54427.92115
2114,No,No,486.057014,54794.3922
2115,No,No,455.3484167,41378.99712
2116,No,No,1110.43993,39311.53452
2117,No,No,1225.065552,49090.36931
2118,No,No,286.2582428,28838.32131
2119,No,No,1444.630477,40364.55588
2120,No,No,1031.044588,38199.04679
2121,No,Yes,382.0032763,19951.72172
2122,No,No,1337.313266,41529.55205
2123,No,No,463.9018129,39626.76943
2124,No,No,948.7779787,24094.78649
2125,No,No,626.5161419,49207.0013
2126,No,No,350.0715602,45354.74619
2127,Yes,Yes,1492.963421,11054.06844
2128,No,No,847.6358955,33199.37538
2129,No,No,241.9407399,47843.07974
2130,No,No,616.5386778,31925.18324
2131,No,No,733.4148453,36724.89331
2132,No,No,1100.972882,50237.25782
2133,No,No,665.6278337,55093.3824
2134,No,No,174.935485,55044.37007
2135,No,No,124.2272969,51265.5462
2136,No,No,344.5450091,38463.68526
2137,No,No,954.9482703,42963.66173
2138,No,No,1629.325936,44911.64353
2139,No,No,913.044919,31841.63497
2140,No,No,1306.843023,49036.7417
2141,No,Yes,2308.893236,19110.26641
2142,No,No,1042.42039,58234.76647
2143,No,No,1264.875626,44359.06062
2144,No,Yes,1348.645456,21789.38222
2145,No,No,1256.892288,23100.0095
2146,No,No,1046.631553,45717.62805
2147,No,No,0,22535.50636
2148,No,No,432.6554265,22986.93175
2149,No,No,563.1501915,43028.5972
2150,No,No,721.0934339,41411.14368
2151,No,No,741.5927598,24393.31595
2152,No,No,1071.305347,19529.03519
2153,No,Yes,1589.638598,22541.89203
2154,No,No,1194.597579,38222.50611
2155,No,No,269.5879188,38650.34609
2156,No,Yes,455.5990263,20549.13483
2157,No,Yes,795.5407915,10257.67249
2158,No,No,595.3688043,31418.81567
2159,No,Yes,539.8347931,13119.68585
2160,Yes,No,1322.723979,23229.90913
2161,No,No,1267.295791,36784.83699
2162,No,No,1091.999738,34704.51229
2163,No,Yes,951.7855506,14354.63488
2164,No,Yes,559.4983021,16994.57867
2165,No,Yes,1222.141327,9080.1457
2166,No,Yes,1026.104495,20991.39643
2167,No,No,1140.594209,25116.66829
2168,No,No,556.4448383,39707.10879
2169,No,Yes,306.6107704,11511.88422
2170,No,No,1271.250986,42533.26766
2171,No,No,333.0727083,61508.75656
2172,No,No,1174.519506,23942.20577
2173,No,No,473.9614391,35133.07041
2174,Yes,Yes,1724.963232,22170.68734
2175,No,Yes,1056.770651,14194.659
2176,No,No,841.734663,38023.33074
2177,No,No,590.8781726,52977.64198
2178,No,Yes,1070.666361,19312.8406
2179,No,No,914.9723795,52871.32437
2180,No,No,1130.512899,35071.67338
2181,Yes,No,1706.956841,21738.79633
2182,No,No,839.3255069,43909.00396
2183,No,Yes,330.9361079,21272.30738
2184,No,Yes,762.5850193,24738.11845
2185,No,No,986.8181659,32386.16236
2186,No,No,916.0730001,42201.8206
2187,No,No,1263.676788,25695.48137
2188,No,No,0,42118.19666
2189,No,No,441.0087864,47707.12518
2190,No,No,349.0544114,46698.02743
2191,No,No,423.9854717,37979.78533
2192,No,Yes,1295.029713,21717.46955
2193,No,No,681.7244755,31153.63754
2194,No,No,1153.02131,20586.27811
2195,No,No,1470.342593,26136.74369
2196,No,Yes,1040.873311,12177.03896
2197,No,No,1007.268679,28245.32008
2198,No,No,667.1445832,44863.06899
2199,No,Yes,634.6799702,17023.68286
2200,No,No,298.7045166,39599.66158
2201,No,No,909.48422,48358.44097
2202,Yes,Yes,1737.537815,20974.03459
2203,No,No,203.2638172,46518.13241
2204,No,Yes,0,19750.39622
2205,No,Yes,1889.678319,14756.90002
2206,Yes,No,1558.463471,41648.32617
2207,No,No,1201.927539,45382.61357
2208,No,No,1051.604407,47529.21731
2209,No,No,641.5253832,18350.73342
2210,No,No,883.907073,41668.1062
2211,No,Yes,953.809047,18241.74144
2212,No,Yes,1168.895545,14970.87009
2213,No,No,431.3307401,58551.89326
2214,No,Yes,1291.915263,17910.06461
2215,No,Yes,335.3579479,5118.745551
2216,No,No,30.8244501,35960.60602
2217,No,Yes,1119.237574,15214.11563
2218,Yes,Yes,1812.079998,17962.27016
2219,No,No,385.6908387,44650.78296
2220,No,Yes,651.5500049,17743.06562
2221,No,No,1717.495025,38791.05764
2222,No,Yes,1181.513221,11784.80226
2223,No,No,745.2795147,34704.62025
2224,No,Yes,1453.309747,15183.72922
2225,No,Yes,1333.097471,29363.97174
2226,No,Yes,571.8863591,15632.76928
2227,No,No,494.6532294,40377.66836
2228,No,No,163.5826085,58220.78047
2229,No,Yes,1371.468372,24248.55196
2230,No,No,1129.202659,40688.63559
2231,No,No,0,53663.16668
2232,No,No,84.85654884,53760.46526
2233,No,No,681.4512395,48892.52469
2234,No,Yes,1366.477534,11268.77433
2235,No,No,82.0884565,27357.59993
2236,No,No,602.9962261,33888.40919
2237,No,No,176.3231998,54798.69875
2238,No,Yes,713.7991565,20676.90519
2239,No,No,137.7246167,44747.32768
2240,No,No,159.9734731,30567.80131
2241,Yes,Yes,1956.923906,15574.38998
2242,No,No,183.5763822,51149.28157
2243,No,No,975.3354849,50751.03859
2244,No,No,0,44216.92938
2245,No,No,424.285797,35675.7411
2246,No,No,1477.669207,42011.80796
2247,No,Yes,1211.363648,14186.38867
2248,No,No,903.5493047,46971.56217
2249,No,Yes,1076.233587,18096.70148
2250,No,No,988.667818,28486.33975
2251,No,No,1311.088803,32797.98992
2252,No,No,0,40056.69266
2253,No,No,289.3299083,45559.17639
2254,No,No,22.53717523,59536.27562
2255,No,Yes,287.6074133,24440.2252
2256,No,No,25.82837121,22720.09454
2257,No,Yes,725.7933681,23202.96396
2258,No,Yes,1137.028318,25117.76297
2259,No,No,1335.115552,30115.15496
2260,No,No,1193.676973,34360.9095
2261,No,Yes,0,18162.77049
2262,No,No,1047.72339,45181.7486
2263,No,No,0,48271.87044
2264,No,No,327.3225081,29816.38032
2265,No,No,771.6829167,38854.24248
2266,No,Yes,873.6786524,17655.71003
2267,No,No,974.9077893,36763.14597
2268,No,No,309.8239952,28139.62585
2269,No,No,286.8523269,18402.16475
2270,No,No,509.8522537,49345.42564
2271,No,Yes,840.3386901,21097.37031
2272,No,No,223.6869181,23513.29538
2273,No,No,1407.224571,22806.84821
2274,No,No,1178.982625,45545.16842
2275,No,No,1298.484815,39143.29192
2276,No,No,627.3533533,37616.46594
2277,No,No,907.1697759,27631.5678
2278,No,No,872.1518416,40524.33874
2279,No,No,620.3203556,52536.77665
2280,No,No,380.333108,30890.0736
2281,No,No,1073.168533,51668.96083
2282,No,No,883.233754,32310.74502
2283,No,Yes,1558.217831,7364.830078
2284,Yes,No,2023.733603,32094.62781
2285,No,Yes,803.9611048,13172.87051
2286,No,No,1060.204707,27870.15539
2287,No,No,869.8545396,33589.13955
2288,No,Yes,1306.483031,13984.78526
2289,No,No,1597.898741,36524.71624
2290,No,No,1351.962465,43630.03692
2291,No,No,0,29475.38138
2292,No,No,442.5909249,38947.35437
2293,No,Yes,963.2011987,15938.0661
2294,No,No,1063.797087,41157.35715
2295,No,No,214.4115627,42758.81282
2296,No,No,1258.576399,33571.14452
2297,No,No,506.6271509,49068.87087
2298,No,No,38.40778522,38702.10168
2299,No,No,1237.5474,37387.15415
2300,No,No,0,47437.51224
2301,No,No,555.6652909,46584.7305
2302,No,No,747.9375239,44030.46149
2303,No,Yes,1000.621768,17223.63797
2304,No,No,773.6729475,40427.74193
2305,No,No,744.7661997,35067.64372
2306,No,No,953.1233642,51257.1439
2307,No,No,998.3757695,37816.8439
2308,No,Yes,1098.955685,21025.92746
2309,No,No,521.6873539,48700.15308
2310,No,No,82.73038975,27627.22408
2311,No,No,219.1150032,31490.53342
2312,No,No,276.3798286,38721.86797
2313,No,Yes,1180.363817,24063.31274
2314,No,No,620.9185967,39099.30763
2315,No,No,414.8575624,38030.82462
2316,No,No,1389.890556,48689.73039
2317,No,Yes,703.0119004,21411.93007
2318,No,No,493.5494228,52241.92216
2319,No,Yes,1351.411543,14003.47572
2320,No,Yes,461.7827648,17609.83052
2321,No,No,143.1022619,44846.90101
2322,No,No,1280.003234,30274.3356
2323,No,Yes,1764.68273,17995.72861
2324,Yes,No,1648.474017,55548.25418
2325,No,No,0,37409.00299
2326,No,No,610.5977516,22635.06647
2327,No,No,355.1485857,55634.33065
2328,No,Yes,472.5111008,19903.89205
2329,No,No,786.0139114,52693.94375
2330,No,No,772.7320741,47161.2767
2331,No,No,751.2972186,25013.61407
2332,No,No,1433.71078,42798.56551
2333,No,No,1037.008599,36622.79223
2334,No,Yes,1827.13495,19616.00973
2335,No,No,764.5059389,37869.21429
2336,No,No,589.5420167,28237.82068
2337,No,No,754.1274899,41341.8026
2338,No,No,911.9264415,41249.28174
2339,No,No,311.918279,39694.48373
2340,No,Yes,933.2872312,20694.58778
2341,Yes,No,1374.474712,35805.70886
2342,No,Yes,322.3119543,10056.11055
2343,No,Yes,703.8387655,19318.05933
2344,No,Yes,534.6929068,18729.56624
2345,No,No,0,26626.48588
2346,No,No,770.5198985,44509.57539
2347,No,No,1015.725881,31820.94127
2348,No,No,421.1464996,61655.34805
2349,No,No,1125.091402,33564.07555
2350,No,No,857.380822,28755.18076
2351,No,No,363.9414625,46155.53922
2352,No,No,1157.779701,32219.83173
2353,No,No,993.302551,28501.85601
2354,No,Yes,403.4594274,15333.87629
2355,Yes,Yes,2134.934488,20330.86487
2356,No,Yes,1234.942716,26919.11596
2357,No,Yes,805.1042517,22174.02889
2358,No,No,0,41933.09577
2359,No,Yes,157.5140425,24506.18683
2360,No,No,257.8976572,39477.03186
2361,No,No,1056.915063,53080.58634
2362,No,No,0,48290.85403
2363,No,Yes,1730.291081,19446.67572
2364,No,No,694.5007107,14150.91438
2365,No,No,1546.760526,32928.63613
2366,No,No,428.6653053,45570.79095
2367,No,Yes,1764.532309,18148.52408
2368,No,Yes,1181.979697,17223.36723
2369,No,No,943.1323898,30178.73406
2370,No,No,0,41234.89175
2371,No,No,1087.193767,54961.28848
2372,No,No,14.82095305,32320.26552
2373,No,No,0,47207.05072
2374,No,No,836.0105904,40178.9347
2375,No,No,1494.521135,42280.40785
2376,No,Yes,1318.528957,15821.15235
2377,No,No,431.1279151,37772.80471
2378,No,No,1335.473573,45847.38211
2379,No,No,1141.442176,27914.40225
2380,No,No,795.1192916,38710.38133
2381,No,No,1005.444088,40615.3422
2382,No,No,481.2401636,49010.75551
2383,No,No,427.340143,27260.73546
2384,No,Yes,1157.593925,17996.90333
2385,No,No,890.2130229,43643.5824
2386,No,Yes,1321.329159,20302.21947
2387,No,No,1167.943622,57256.00741
2388,No,Yes,1197.170953,10834.11138
2389,No,Yes,922.8853555,22988.84265
2390,No,No,834.7118946,28553.47188
2391,No,Yes,1264.586941,14649.15502
2392,No,No,1603.665223,25802.30347
2393,No,No,838.2760677,55082.31753
2394,No,Yes,850.6772791,21251.63951
2395,No,Yes,1508.307713,17645.30502
2396,No,No,1272.480579,34570.57066
2397,No,No,981.8397963,23636.97634
2398,No,No,487.6950209,46480.03597
2399,No,No,1046.416673,47598.30737
2400,No,No,1533.917257,42888.64105
2401,No,No,709.9535652,37302.62213
2402,No,Yes,1610.015858,19649.48443
2403,No,Yes,645.6885305,14211.14714
2404,No,No,377.7139958,46729.33299
2405,No,No,994.99017,39315.95589
2406,No,No,1240.665744,57303.79193
2407,No,No,736.5906124,37031.48477
2408,No,No,1201.230618,46478.15132
2409,No,Yes,647.3673882,16897.78966
2410,No,No,1161.239934,52064.47135
2411,No,Yes,1521.912738,21370.79389
2412,No,No,805.5206283,43383.70654
2413,No,No,1155.399548,34539.56438
2414,No,No,613.1111421,38632.13064
2415,No,No,623.9576763,46188.29496
2416,No,No,1000.90104,46469.10252
2417,No,Yes,807.7488274,18760.3452
2418,No,No,1156.040208,38295.57124
2419,No,No,637.283464,32885.70199
2420,No,Yes,1241.690987,20105.068
2421,No,No,741.1930622,31104.00445
2422,No,No,1169.834113,39386.37003
2423,No,No,0,35821.78653
2424,No,No,1088.3032,33673.36068
2425,No,Yes,0,22187.96621
2426,No,No,608.9485801,26463.37476
2427,No,Yes,431.3027892,15606.24584
2428,No,No,512.6534379,39631.69523
2429,No,Yes,1241.61642,12058.59762
2430,No,No,0,53058.25521
2431,No,No,561.4337464,37884.9611
2432,No,No,245.2442839,35132.22117
2433,No,No,1081.063663,34138.32374
2434,No,No,492.3264548,42317.24242
2435,No,No,1349.57175,50645.29057
2436,No,Yes,1150.43168,11666.98975
2437,No,No,357.8658809,42499.03229
2438,No,No,331.1052765,45104.8152
2439,No,Yes,1457.673369,20042.86397
2440,No,Yes,852.3139525,15956.64884
2441,No,No,1378.940514,43998.1414
2442,No,Yes,1005.521508,22128.0802
2443,No,No,1420.993454,34126.42169
2444,No,No,570.2955412,30615.33055
2445,No,Yes,1228.990373,17304.6435
2446,No,Yes,1142.935257,20942.00334
2447,No,No,759.3458148,32066.70673
2448,No,No,846.6835117,41651.21558
2449,Yes,No,2133.464209,28237.88234
2450,No,No,354.5743684,30954.47668
2451,No,No,0,46450.96604
2452,No,No,1051.401733,30072.74931
2453,No,No,0,41371.66119
2454,No,No,887.4681371,30563.77026
2455,No,No,688.1093445,20098.59346
2456,No,No,1257.34063,40810.17277
2457,No,No,1175.817635,41447.58481
2458,No,No,0,34838.43927
2459,No,No,608.5517388,22555.50859
2460,No,No,0,32608.48884
2461,Yes,Yes,2110.556858,19345.10473
2462,No,No,696.9001673,38713.31706
2463,No,No,559.4685833,61187.81057
2464,No,No,715.3929218,49473.37638
2465,No,Yes,2026.863631,20469.92949
2466,No,Yes,1187.358891,24267.39648
2467,No,No,785.7906701,42887.59272
2468,No,No,845.9203698,42799.43953
2469,No,Yes,1032.670815,13901.11897
2470,No,No,861.2727392,38111.03287
2471,No,No,1601.87795,27885.16355
2472,No,No,955.9270221,10836.72352
2473,No,Yes,877.8798035,18217.61365
2474,No,No,1043.758264,31523.6869
2475,No,Yes,1080.071527,11239.53116
2476,No,No,589.2178954,47722.17011
2477,No,Yes,769.5312437,23048.54061
2478,No,No,951.0475319,33326.5872
2479,No,No,1189.158934,36223.87056
2480,No,No,1709.344285,35290.52311
2481,No,Yes,1402.553926,16607.56425
2482,No,No,250.8795835,51662.22782
2483,No,No,681.4176227,26426.22921
2484,No,No,1333.248659,39196.66301
2485,No,No,858.7611254,29150.34401
2486,No,Yes,992.7762449,14204.67215
2487,No,No,265.3022839,32276.46294
2488,No,No,754.4775776,31592.19989
2489,No,Yes,584.0812286,24440.02035
2490,No,No,1175.233377,47684.46113
2491,No,No,1388.664149,31021.55008
2492,No,No,410.099265,37328.45502
2493,No,No,59.13249864,34162.23526
2494,No,Yes,1939.71236,13836.98607
2495,No,No,886.1490576,24466.12539
2496,No,No,770.9994019,40990.6215
2497,No,Yes,306.4109271,13594.18823
2498,No,No,1022.101638,37095.21594
2499,No,No,847.9840353,24950.53392
2500,No,No,1596.227808,42993.57653
2501,No,Yes,1635.222942,8531.038085
2502,No,No,0,45217.85066
2503,No,No,1306.796916,48799.51191
2504,No,No,932.9523691,35858.18915
2505,No,Yes,1052.875142,13486.14694
2506,No,Yes,1304.634346,13496.87987
2507,No,Yes,2052.133463,13130.6536
2508,No,No,1216.725616,52377.8489
2509,No,No,526.470865,44241.56562
2510,No,No,153.4479361,36813.19871
2511,No,No,905.6415057,47271.34912
2512,No,No,1068.873957,41690.04867
2513,No,No,0,30049.10026
2514,No,Yes,992.440019,14207.26834
2515,No,No,964.6025631,36676.57165
2516,No,No,493.6354264,43524.24978
2517,No,No,835.6564355,44234.17039
2518,No,No,480.0930869,57068.13046
2519,No,No,637.60187,52347.76202
2520,No,Yes,2134.015627,17897.64661
2521,No,No,1475.207229,42243.17748
2522,No,No,887.3432884,55751.7209
2523,No,No,1376.309911,43234.13992
2524,No,No,1304.700879,45162.65104
2525,No,No,225.506104,54534.70972
2526,No,No,1261.268219,39984.52959
2527,No,Yes,30.58367172,16246.57305
2528,No,Yes,437.0352358,16261.20757
2529,No,No,922.6374027,52205.50687
2530,No,No,412.7468149,44650.07843
2531,No,No,693.1013449,54492.74796
2532,No,Yes,915.4626482,27283.31983
2533,No,Yes,1322.492812,22930.445
2534,No,No,1610.086988,40498.99811
2535,No,No,1113.134257,27110.60301
2536,No,No,0,47803.25837
2537,No,No,1163.146385,44424.82596
2538,No,No,924.2953475,26397.59729
2539,Yes,Yes,1983.234475,25687.92975
2540,No,No,725.7005868,49337.40235
2541,No,Yes,1030.496155,16662.73157
2542,No,Yes,1038.97702,13739.71928
2543,No,Yes,292.8574108,15220.93587
2544,No,Yes,495.1139113,14881.84062
2545,No,No,659.0404108,47942.24982
2546,No,No,291.9681397,48511.60308
2547,No,No,471.3565174,45573.30811
2548,No,No,855.822381,56219.80884
2549,No,No,918.6817794,48160.52429
2550,No,No,1251.32255,37881.82096
2551,Yes,No,1066.884084,44918.41232
2552,No,Yes,1427.124037,12553.88673
2553,No,Yes,1263.880058,12418.80765
2554,No,Yes,1128.141493,10159.24188
2555,No,No,694.3985831,36570.42544
2556,No,Yes,805.3980049,17902.57919
2557,No,No,519.5172955,39704.69296
2558,No,Yes,1051.297161,16299.61175
2559,No,No,421.8969022,37323.75941
2560,No,Yes,622.4137203,13072.02796
2561,No,Yes,1005.264248,21394.12401
2562,No,Yes,537.4925429,9421.714858
2563,No,Yes,189.9987142,24716.95613
2564,No,No,309.8628233,56100.05441
2565,No,No,969.4457592,33411.80109
2566,No,Yes,775.5892326,17030.57885
2567,No,No,1296.474737,48682.3735
2568,No,No,1037.155516,38490.38489
2569,No,No,978.6521803,25742.11973
2570,No,No,965.0461321,47987.31975
2571,No,Yes,816.0427981,17894.79377
2572,No,Yes,716.1857509,7997.622944
2573,No,No,1130.608881,43936.64641
2574,No,No,383.7049011,41311.24395
2575,No,No,1008.154522,20326.59218
2576,No,No,652.8174543,41161.85735
2577,No,Yes,1232.794737,16279.1854
2578,No,No,803.224401,52869.80781
2579,No,Yes,1443.431696,22693.65775
2580,No,Yes,1288.44856,21216.96257
2581,No,No,0,43193.23215
2582,No,Yes,1053.332641,10212.50236
2583,No,Yes,744.7879024,22343.09739
2584,No,No,412.6876132,33923.45804
2585,No,No,943.4020371,35281.72849
2586,No,No,1192.974028,39504.47602
2587,No,Yes,1071.511583,11082.0629
2588,No,No,1493.270467,41005.21748
2589,No,Yes,1132.837721,15703.0252
2590,No,Yes,597.4840406,14796.74967
2591,No,Yes,792.9754861,17346.17092
2592,No,No,1376.075401,22317.56559
2593,No,No,1060.016921,39757.43817
2594,No,No,532.3267381,30851.27777
2595,No,No,0,28711.75713
2596,No,Yes,894.1258092,24670.1189
2597,No,No,906.4363882,37309.68181
2598,No,No,0,28727.12016
2599,No,No,506.4259139,35333.18222
2600,No,Yes,943.5017211,14123.70357
2601,No,Yes,0,14874.80021
2602,No,No,442.4895649,54996.84275
2603,No,Yes,380.9633077,20117.83003
2604,No,No,961.999353,37073.19238
2605,Yes,No,1789.093391,48331.12686
2606,No,No,76.47608896,27283.69174
2607,No,No,1067.139026,53995.7305
2608,No,No,0,39592.43693
2609,No,No,253.1319822,40973.64654
2610,No,No,1056.928348,55409.4596
2611,No,No,179.7000705,37727.53512
2612,No,Yes,990.9357627,18197.22873
2613,No,No,693.7537183,36723.44877
2614,No,No,965.2768178,37705.24322
2615,No,No,300.8762062,51423.69464
2616,No,No,1265.044932,47297.7227
2617,No,No,558.6705138,40335.61099
2618,No,No,1183.983311,53599.74553
2619,No,Yes,1165.840209,20495.1586
2620,No,Yes,1542.191227,17265.91861
2621,No,Yes,587.7677591,22669.42433
2622,No,No,0,31005.03576
2623,No,No,389.9766946,27329.97931
2624,No,No,647.075901,55522.62393
2625,No,No,70.98316299,40012.53291
2626,No,Yes,115.5453555,12670.02762
2627,No,No,90.93344719,42451.73558
2628,No,No,1230.424256,51716.7399
2629,No,No,201.5583994,27924.84656
2630,No,Yes,1562.846155,10353.90391
2631,No,Yes,622.8952091,11019.87756
2632,No,Yes,1142.126955,9184.732762
2633,No,Yes,1796.26764,21126.17721
2634,No,No,947.4239701,38505.78387
2635,No,No,419.4405795,34332.66131
2636,No,No,1660.827702,53754.20072
2637,No,No,391.2404617,24972.24591
2638,No,No,613.4309365,34745.00747
2639,No,Yes,1024.108807,18667.92565
2640,No,Yes,0,25976.06511
2641,No,No,1252.958338,33876.18903
2642,No,No,708.8374818,55675.75986
2643,No,No,266.6470861,16515.30843
2644,No,Yes,1339.363614,19496.16522
2645,No,No,781.5953359,49457.1053
2646,No,Yes,1021.370111,19032.50901
2647,No,No,948.4942785,40739.85993
2648,No,Yes,1312.93378,20208.54461
2649,No,No,0,50861.78885
2650,No,No,0,24566.48337
2651,No,No,0,30922.60421
2652,No,Yes,859.3369637,13993.65454
2653,No,No,646.157668,45696.83161
2654,Yes,Yes,1707.914634,10591.71742
2655,No,No,133.673455,28492.4003
2656,No,Yes,80.59567582,16145.6377
2657,No,Yes,631.6008477,17845.07415
2658,No,No,1236.617914,40668.7254
2659,No,No,742.5833733,40085.43995
2660,No,Yes,97.03146278,12731.75755
2661,No,No,1054.22211,50900.24256
2662,No,No,959.600287,29850.21207
2663,No,No,1258.852277,33683.18173
2664,No,No,443.2464668,36547.16104
2665,No,No,1605.102415,26126.32944
2666,No,No,0,25964.84434
2667,No,No,832.6459751,25106.37478
2668,No,Yes,443.5370288,19632.17542
2669,No,No,817.4317693,40088.05051
2670,No,No,881.6637997,43725.99753
2671,No,No,1154.094274,48400.24115
2672,No,Yes,961.5755637,9681.493893
2673,No,Yes,516.1219595,17538.46162
2674,No,Yes,1357.411868,22572.79013
2675,No,No,1036.030594,35261.35578
2676,No,Yes,900.6093417,17802.92726
2677,No,No,1516.326025,46393.26454
2678,No,Yes,1015.204535,22208.32892
2679,No,No,232.105744,40368.95685
2680,No,Yes,1082.284133,19451.81628
2681,No,No,682.4396608,17992.97118
2682,No,Yes,1218.13888,18144.98483
2683,No,No,802.4131422,47444.4928
2684,No,No,143.8548983,38014.87349
2685,No,No,1087.465794,32908.52712
2686,No,Yes,895.7539556,14753.29733
2687,No,No,660.2854965,58956.51318
2688,No,Yes,630.9734892,19087.17478
2689,No,Yes,1648.966029,15402.48208
2690,No,Yes,975.9555974,18246.81572
2691,No,No,297.0053783,22955.08212
2692,No,No,0,47328.23291
2693,No,No,0,32629.94485
2694,No,Yes,789.2148949,18231.83026
2695,Yes,No,1804.036475,31318.29603
2696,No,No,1266.113867,29698.51627
2697,No,Yes,135.1876434,20414.41217
2698,No,No,28.81374346,36941.0634
2699,No,Yes,0,15347.91429
2700,No,No,750.6989964,49150.34585
2701,No,No,805.3051169,57386.1288
2702,No,No,1093.803005,29573.23823
2703,No,No,483.9652713,44335.95811
2704,No,Yes,1534.394884,19592.10939
2705,No,No,1349.187291,48013.6902
2706,No,No,158.5704427,20575.46501
2707,No,Yes,172.4620199,25850.38313
2708,No,No,1280.762861,53675.56755
2709,No,Yes,213.1732752,22811.45698
2710,No,No,0,32248.53657
2711,No,Yes,704.0136486,13903.45573
2712,No,No,708.8139762,38295.23381
2713,No,No,257.3963831,49477.78564
2714,No,Yes,1188.744296,22867.07059
2715,No,No,0,62886.70923
2716,No,No,1321.703891,45581.79478
2717,No,Yes,882.5819675,17749.97205
2718,No,Yes,1418.134148,11964.42509
2719,No,No,1245.422205,36897.78011
2720,No,No,339.5292685,58747.38773
2721,No,Yes,824.5478304,29088.11135
2722,No,No,241.4426903,30171.62449
2723,No,No,1510.79325,47684.23946
2724,No,No,396.64125,52174.95427
2725,No,Yes,1633.697803,15786.31732
2726,No,No,650.4183411,47122.07247
2727,No,Yes,1382.438231,15680.61049
2728,No,No,613.4802945,24367.86142
2729,No,No,1424.351218,37845.99925
